imo,anc_before_jit
9268485,44.867437
9269398,5.039885
9271377,19.593244
9271391,42.315359
9271559,36.459241
9271573,84.412224
9272503,3.212298
9272979,19.091691
9273961,39.080299
9274525,90.933057
9274630,5.386033
9275359,110.721254
9275361,15.550025
9275426,80.600855
9276236,5.768043
9276298,5.024107
9276573,44.393255
9276779,1.602536
9277151,3.356052
9278117,9.162381
9278545,6.524117
9278935,1.645282
9279575,2.445986
9279771,10.966258
9279795,1.705736
9280653,13.764087
9280873,102.98796
9281695,51.070471
9281906,37.409724
9281944,3.105598
9282596,6.478311
9283186,9.449693
9283289,56.674627
9283552,24.028102
9283617,11.552008
9283643,2.154484
9283801,81.856475
9283887,48.64493
9284403,2.04224
9284506,14.894773
9284556,23.789309
9284879,2.321937
9284910,32.002595
9284960,6.124389
9285495,14.119906
9285653,21.094009
9286073,7.331809
9286229,7.899131
9286255,89.990585
9286592,1.445398
9286798,27.582107
9286803,4.060278
9286920,33.912541
9287297,57.305046
9287429,19.364335
9288021,8.611342
9288095,132.219724
9288162,12.281746
9288459,27.324638
9288473,17.803066
9288758,5.133738
9288942,2.561672
9289063,65.095526
9289087,14.55171
9289491,65.229048
9289946,13.754057
9289958,7.045775
9290270,9.394849
9290347,5.785345
9290476,17.200826
9290660,37.495526
9290799,11.31106
9290880,46.090003
9291286,103.581845
9291432,31.737695
9292228,10.9963
9293466,15.536691
9293741,7.428741
9293818,12.315746
9293820,14.918955
9294068,9.28662
9294159,26.118483
9294290,10.499658
9294329,11.103637
9294525,6.634895
9294563,5.418979
9294575,89.261599
9294795,55.507528
9294850,9.138234
9294862,4.732555
9295000,6.120789
9295024,5.001796
9295270,92.062654
9295323,8.222678
9295361,45.35438
9295397,8.618417
9295414,10.562
9295830,126.938823
9296341,6.424803
9296389,54.733853
9297292,45.811244
9297527,15.940955
9298480,12.357924
9298648,10.460176
9298997,8.183707
9299288,20.531426
9299329,5.895175
9299628,14.190495
9299800,10.938407
9300142,12.828502
9300207,35.992897
9300544,20.872988
9300623,35.254824
9300764,17.972011
9300879,35.928633
9301093,9.982228
9301249,14.619375
9301316,3.68488
9301366,4.99925
9301469,7.073919
9301782,12.908028
9301859,13.619418
9302176,10.644926
9302657,2.763326
9302994,7.655164
9303156,8.561335
9303182,5.46417
9303649,4.735734
9303766,23.613692
9304021,19.619245
9304124,2.249388
9304203,30.478405
9304291,2.402933
9304502,4.002719
9304693,7.355854
9304930,20.292315
9305001,8.193198
9305192,4.113129
9305489,12.429812
9306275,5.566087
9306287,10.05041
9306469,4.603782
9306536,2.080317
9306550,15.777886
9306653,5.333104
9306677,4.338958
9306809,47.868703
9306990,10.34502
9307011,9.623123
9307140,75.198717
9308405,8.678778
9308895,55.180516
9308986,4.437091
9309162,12.743881
9309629,2.460171
9309643,35.163506
9309954,8.841565
9310020,23.42723
9310044,123.468075
9310707,84.449261
9311153,32.795131
9311206,22.989423
9311440,24.447943
9311775,10.612465
9311828,45.254063
9312145,7.595436
9312303,47.563224
9313101,6.987647
9313125,4.079081
9313137,4.676648
9313292,15.405124
9313931,8.712524
9314090,2.333846
9314246,15.570976
9314624,10.997573
9314674,34.909105
9314765,4.969666
9314961,10.870916
9315082,8.521331
9315147,65.145227
9315185,12.722103
9315367,12.68747
9315381,12.889664
9315472,37.355171
9315484,3.49125
9315616,2.037538
9315642,112.610458
9315719,5.102523
9315848,7.977408
9315886,53.796846
9316335,7.515671
9316373,9.050641
9316969,19.111596
9317133,18.388539
9317511,12.130791
9317963,22.055608
9317987,7.132325
9318046,8.318642
9318101,120.620196
9318125,12.301792
9318175,8.267137
9318682,6.269759
9320051,7.276045
9320312,39.063577
9320324,14.681097
9320336,28.294425
9320427,6.993944
9320477,14.411609
9320843,89.756491
9321299,59.826521
9321548,28.810591
9321897,5.712175
9321964,6.214736
9322279,139.810572
9322293,52.182899
9322358,35.772253
9322877,19.64714
9322889,10.67187
9323015,20.110643
9323041,7.636111
9323675,7.712339
9323821,36.622367
9323936,148.524679
9324095,2.443957
9325116,8.877577
9325233,9.954376
9325300,19.997733
9325960,8.939211
9326275,19.699078
9326366,27.724002
9326419,7.846142
9326421,9.965678
9326689,5.971686
9326706,9.337286
9327102,51.450121
9327114,70.364496
9327786,27.38129
9329552,16.722343
9329693,10.03263
9329796,6.006535
9330290,41.297538
9330575,3.579
9330616,8.799815
9332250,8.357033
9332262,4.045963
9332614,45.508832
9332638,2.318668
9332729,6.505612
9333058,5.409392
9333060,8.943181
9333187,5.977483
9333228,2.045735
9333254,2.384707
9333278,6.300983
9333826,8.066316
9333840,15.515474
9334210,6.331302
9334480,41.701051
9334571,10.677345
9334674,7.636721
9334870,62.733767
9334894,57.804809
9334909,15.642296
9334935,30.39909
9335109,6.77554
9335800,10.503435
9335848,11.338902
9335850,54.754302
9336177,8.325333
9336414,72.877045
9336476,2.198471
9336581,4.170197
9336749,19.224667
9336969,20.627955
9337092,26.032732
9337171,6.438205
9337298,11.64719
9337717,7.468407
9337731,6.764652
9337755,7.2259
9337949,12.025148
9338228,4.311603
9338840,6.522416
9339624,4.833932
9339973,125.271891
9340635,53.37689
9340752,7.18615
9341005,31.828421
9341342,4.672798
9341354,6.05819
9342047,10.803357
9342097,2.255133
9342384,4.41753
9342487,3.352657
9342918,25.945167
9343338,72.62802
9343405,58.882905
9343467,11.737345
9343675,6.471968
9343742,5.690284
9343833,2.571903
9343883,1.456585
9343895,34.4619
9344289,21.611957
9344473,2.048789
9345609,22.482891
9345764,45.194679
9345984,15.036299
9345996,51.434162
9346354,4.51333
9346421,23.141867
9347152,4.5103
9347188,36.963738
9347516,10.874177
9347542,103.966471
9347607,11.367688
9347918,1.279002
9348106,48.959407
9348285,20.216756
9348467,10.215816
9348510,19.645227
9348857,10.025971
9348912,27.912872
9349590,11.804879
9349605,10.821825
9349887,8.216051
9350094,18.647841
9350393,27.721526
9350800,49.77076
9351024,6.930071
9351036,117.089766
9351048,10.786936
9351050,7.952541
9352004,13.339793
9352078,4.587583
9352145,4.563697
9352212,5.824144
9352250,35.469695
9352418,7.45456
9352432,24.342231
9352585,2.796793
9352597,57.766187
9352860,4.224703
9352951,26.640078
9352963,31.592377
9353682,2.337024
9353747,9.114748
9353931,37.488441
9353993,95.165238
9354181,3.145798
9354545,7.68929
9355240,3.53626
9355408,14.861423
9356294,20.5336
9356309,7.959516
9356830,6.77998
9357303,15.396236
9357717,6.517915
9357781,33.642392
9357793,4.433389
9357975,26.420282
9358280,6.895873
9358292,119.298199
9358400,73.154869
9359052,24.987971
9359557,10.08252
9359636,4.393319
9360427,5.327553
9360568,4.491577
9360764,17.115739
9360879,96.383549
9360893,32.57939
9361213,2.259131
9362061,8.629952
9362293,92.335531
9362712,7.364405
9362994,37.179789
9363302,2.716184
9363364,9.322013
9363376,9.43966
9364162,28.343766
9364186,62.677387
9364215,6.720948
9364930,6.6023
9365283,1.974285
9365788,17.905435
9366108,23.858028
9366926,4.655
9366940,44.029525
9367437,2.295911
9367530,4.847814
9367542,8.31836
9367607,6.975171
9367724,66.681943
9367815,8.728083
9367944,51.059968
9368027,5.458896
9368314,72.995446
9368845,28.588867
9369904,6.783039
9369978,2.204495
9369980,1.82279
9371098,7.514623
9371579,5.859328
9372353,36.168651
9372925,5.530714
9373010,4.383112
9373577,4.973008
9374038,51.814926
9374337,5.762326
9374832,2.130683
9375317,46.04421
9375496,9.428627
9375501,129.028541
9375513,13.741235
9375769,28.320285
9376359,30.145739
9376749,10.223198
9377420,39.031652
9377729,23.917027
9377937,3.381398
9378008,24.630322
9378266,41.118015
9378632,14.041063
9378694,4.579841
9379064,4.409454
9379155,4.600599
9379375,8.537619
9379715,15.627735
9379727,7.827489
9379777,5.292936
9380271,75.59514
9380427,12.239918
9380661,72.78183
9381316,4.755741
9381392,33.658514
9381720,12.614617
9381756,8.363926
9381847,7.867973
9382683,2.363822
9383223,19.064499
9383429,140.487369
9383481,2.734582
9383493,2.966183
9383596,4.210533
9383998,83.896675
9384215,5.470085
9384239,9.335629
9384617,8.976972
9384954,33.361744
9385049,38.058666
9387009,122.518734
9387358,18.911757
9387566,117.498658
9387578,104.353876
9388209,2.130526
9388730,2.622818
9388833,4.084401
9388912,1.890262
9389019,6.046808
9389021,5.794537
9389033,99.679335
9389253,13.157637
9389710,2.375056
9389758,124.799785
9389760,84.787241
9389849,93.871332
9390240,9.508445
9390252,10.451307
9390525,56.040588
9390599,3.041917
9391622,23.770904
9391763,10.67521
9391775,13.03646
9391799,137.720171
9391969,29.432037
9392327,41.814429
9392339,3.676068
9392341,6.799329
9392779,27.378058
9393022,157.884844
9393084,11.201842
9393565,40.42059
9394325,97.345456
9394507,109.507104
9396141,44.369062
9397157,107.084717
9397212,5.860845
9397262,16.240913
9397286,5.300708
9397511,43.218864
9397767,4.444135
9397781,59.43742
9397846,22.335226
9398058,5.993139
9398072,15.225217
9398137,3.210179
9398151,32.182734
9398395,99.535657
9398424,20.698759
9398943,92.454683
9399090,27.158064
9399478,37.944124
9400148,55.91501
9400679,6.44489
9400796,11.723508
9400813,50.922304
9400825,4.564956
9401104,14.340692
9401398,25.544775
9401790,48.709971
9402213,80.09503
9402237,16.138255
9402469,4.130751
9402483,58.345245
9402768,7.580346
9402990,99.175165
9403011,7.550172
9403126,6.044751
9403322,33.487729
9403669,6.5498
9403671,6.85745
9404431,30.094117
9404778,32.436189
9404871,23.746051
9404883,8.135631
9404895,84.197099
9404924,6.010666
9404950,79.169027
9405033,10.818876
9405332,3.819198
9405851,2.082793
9406001,4.137096
9406154,55.850071
9406518,4.804107
9406611,10.352884
9406635,34.383021
9406685,92.484785
9407316,9.270043
9407536,10.564331
9407653,35.094473
9408554,4.677958
9409144,2.671805
9409247,46.390479
9410179,95.839831
9410399,12.81657
9410959,20.924727
9410997,106.754289
9411238,71.444536
9411379,58.713831
9411692,49.960183
9412567,4.842829
9412787,10.016057
9412854,6.536659
9413028,12.692356
9413779,6.968117
9414060,96.615946
9414149,15.32349
9414931,8.776296
9415014,53.68738
9415478,2.035762
9415650,44.517981
9415662,4.928839
9416068,53.332806
9416422,12.837195
9416630,10.158684
9416642,127.920127
9416654,126.151973
9417127,16.956234
9417177,83.170448
9417464,90.356331
9417775,4.439634
9418640,13.362561
9419008,2.399657
9419357,64.62001
9419369,5.120759
9419618,9.173897
9419620,8.548081
9419668,5.076185
9419670,4.843648
9419888,5.932965
9419955,9.620638
9420291,3.818056
9420590,33.357178
9420605,3.335532
9420837,26.305726
9420849,33.358524
9421271,37.404206
9421843,51.382189
9421972,7.300224
9422158,50.28053
9422495,4.421146
9422615,14.598776
9423267,23.33047
9423504,5.931838
9424091,13.471883
9424118,27.858351
9424211,5.49494
9424522,25.20761
9424649,50.057591
9425045,85.518273
9425057,2.533566
9425069,2.187496
9425186,7.809163
9425277,13.973177
9425461,39.956169
9426104,2.522918
9426142,2.07033
9426257,1.273036
9426324,16.202762
9426374,71.001898
9426594,72.619642
9427330,2.449418
9427897,2.321782
9428308,88.526189
9428310,5.147438
9428358,37.156083
9429039,38.487231
9429065,20.438649
9429302,10.0333
9429869,3.738034
9430442,4.122072
9430674,2.047945
9430686,74.125332
9430765,11.041412
9430789,7.691522
9431109,17.56601
9431214,3.702285
9431240,17.159288
9431252,15.522154
9431343,6.706354
9431381,10.149238
9431680,10.523227
9431757,7.934586
9431886,27.71109
9433509,39.722404
9433793,16.176435
9433860,2.420295
9434096,5.460026
9434204,5.236241
9434242,2.178158
9434319,5.212175
9434400,4.366703
9434436,48.45892
9434498,2.358521
9434527,30.216723
9434553,35.780253
9434565,5.633397
9434668,6.246014
9434694,7.43437
9435533,7.253961
9435569,103.223622
9435600,3.83994
9435612,5.693078
9435686,8.374815
9436082,9.601258
9436355,24.399246
9436965,3.93173
9437189,8.00146
9438315,2.505326
9438327,4.757183
9438523,14.190477
9438535,8.650789
9439204,4.025995
9439589,12.56131
9439773,9.075537
9439838,4.401831
9440538,49.260623
9440667,7.28622
9440784,14.187471
9440813,19.198633
9441398,14.793177
9441764,10.706675
9442158,5.587611
9442172,7.08653
9442469,32.577914
9442550,83.346959
9442665,4.914024
9443401,23.877185
9444027,43.80459
9444182,44.559963
9444211,20.09098
9444962,4.996924
9445174,14.833973
9445215,45.612321
9445227,37.00352
9445241,15.265579
9445459,10.361908
9445461,10.289858
9445473,81.141786
9445538,7.713454
9446075,28.459159
9446439,6.201605
9446477,6.000088
9446489,5.168284
9446506,24.689039
9447184,52.799917
9447574,10.69825
9448059,41.737488
9448229,14.048147
9448372,6.168814
9448384,12.649164
9448554,5.272945
9448750,30.227715
9449106,5.492122
9449546,8.113404
9449558,50.539911
9449819,11.063606
9449857,9.801822
9450222,2.37672
9450296,12.262733
9450571,8.622835
9450600,82.030068
9450947,5.383587
9451769,3.608001
9451927,11.565961
9451939,8.133616
9451965,12.549823
9453559,17.229553
9453858,4.430991
9453963,4.178981
9454199,28.749556
9454400,22.538004
9454486,142.202016
9454668,5.550687
9454711,2.882793
9454723,4.326668
9455375,25.436365
9455686,4.518186
9455789,2.86625
9456989,12.826567
9457220,49.315967
9457452,9.540335
9457610,5.478195
9457737,5.742474
9458614,122.382895
9459424,98.02156
9459527,4.513724
9459682,2.303293
9459917,18.351783
9460033,27.186239
9460564,54.048388
9460629,2.000663
9460722,25.089408
9461099,22.493343
9461142,12.60206
9461403,18.267203
9461439,16.896593
9461635,6.284321
9462081,4.428855
9462483,2.548952
9462495,2.617129
9463085,178.891653
9463310,10.681212
9463346,22.449354
9464572,25.514769
9464663,50.719801
9465241,13.262595
9466984,27.289288
9467299,19.686115
9467665,50.128059
9467744,11.097582
9468293,22.676808
9468310,13.236438
9468360,3.141584
9469259,5.635854
9469637,5.233248
9469649,54.881989
9469869,14.343071
9469962,6.68411
9470545,10.997621
9470662,4.113507
9470832,18.782104
9471185,5.370895
9471226,13.589123
9471408,24.035949
9471434,5.153023
9471642,1.688689
9472206,10.847415
9472763,8.677837
9473028,22.638403
9473561,56.470945
9473767,10.599519
9473834,6.102593
9474553,4.264259
9474591,26.465885
9475686,16.341568
9476525,20.412132
9476642,48.595007
9476654,3.063269
9476836,33.702849
9477414,4.129291
9477529,37.310162
9477830,85.875459
9477933,20.238528
9478042,14.158519
9478107,2.498617
9478523,17.936721
9478664,131.38738
9478676,9.136965
9478717,8.454556
9478729,5.231397
9478810,10.546021
9479008,26.909798
9479046,1.529256
9479216,29.691505
9479321,24.728168
9480095,4.767074
9480954,18.777759
9481051,2.787024
9481520,9.828245
9481702,3.637227
9482079,2.560537
9482122,2.393576
9482483,23.348107
9482550,7.768279
9482861,11.105398
9483487,6.526762
9483827,34.439414
9484003,10.119756
9484340,10.456747
9484481,15.135143
9484508,8.547862
9484558,9.8469
9485538,30.71848
9485863,5.14601
9486025,18.283237
9486075,11.103471
9486544,6.396884
9487043,2.123032
9487952,9.485044
9488061,25.291156
9490648,17.450251
9490818,6.048935
9492232,27.990837
9492517,4.330935
9493042,74.786316
9493066,35.98275
9493119,14.587893
9493121,9.650903
9493640,21.638393
9493951,19.393918
9494101,2.372376
9494280,8.708147
9494400,20.666123
9494541,7.481069
9494589,26.407677
9494606,13.058326
9494670,7.111601
9494876,63.184138
9495404,2.629952
9496628,15.744408
9497323,38.175843
9497335,28.416804
9497854,26.374859
9498327,47.046322
9498365,27.269417
9498389,6.582741
9498559,23.203743
9499618,26.437535
9500091,25.130819
9500704,33.216621
9500716,66.950371
9500754,22.049854
9500924,6.622972
9501356,12.732919
9501629,9.671337
9502958,20.315304
9503201,35.619882
9503249,19.906229
9503689,4.770743
9503782,21.352573
9504023,49.898091
9504308,6.785637
9505041,95.842967
9505106,4.484112
9507506,4.771364
9507960,27.638054
9508158,28.484533
9508469,21.455432
9508706,2.21286
9508938,66.325842
9509413,45.91831
9509449,4.284957
9509528,25.578918
9509700,2.751919
9509786,4.712029
9509841,95.952191
9509968,38.797451
9510474,25.862523
9510486,70.932841
9510541,8.154062
9510682,2.604622
9511014,2.231624
9511105,44.059863
9511143,41.304073
9511234,28.870867
9511246,2.377787
9511416,34.245386
9512111,5.54833
9512123,5.559865
9512202,3.212468
9512343,27.794108
9512630,7.749515
9512941,21.740588
9513115,81.746929
9513402,58.918801
9513751,24.62924
9513919,10.196361
9514303,43.254965
9514339,3.77911
9514559,86.603936
9514561,138.139566
9515096,15.187784
9515266,24.276179
9515424,3.001068
9515929,7.504867
9515931,10.752958
9516492,33.076101
9516739,11.706848
9516935,138.557171
9516959,8.290924
9517032,56.414861
9518189,12.352321
9518347,7.516365
9519341,24.309595
9521887,2.220677
9522099,4.379189
9522180,10.381084
9522659,22.69992
9522697,21.642971
9522788,4.424241
9523005,12.162895
9523043,9.473347
9523249,80.091025
9523495,18.13053
9523574,23.371364
9524449,51.852348
9524695,29.825916
9524970,10.099515
9525376,11.457156
9525467,10.249502
9525766,2.538043
9525900,12.976245
9526461,10.840154
9526887,17.031483
9526904,14.024784
9526930,170.363213
9528158,23.696098
9528184,1.182447
9528366,10.997238
9528536,7.623799
9529944,2.499781
9530307,21.532403
9531595,5.903445
9531882,74.17692
9532525,68.95691
9532575,8.458727
9532628,38.032069
9532757,5.442254
9532771,13.43731
9532795,12.883365
9534030,96.779497
9534779,11.429605
9534781,90.001731
9534793,55.048325
9534808,8.739147
9534810,10.086143
9534858,107.666012
9534975,11.814097
9534999,4.380881
9535010,32.33502
9535058,143.993372
9535785,93.842123
9535797,10.170018
9536090,4.090264
9536337,10.295239
9536674,5.421403
9536818,6.883903
9536844,3.284987
9537006,19.014919
9537745,72.842216
9537757,6.917973
9537769,115.016448
9537848,5.6305
9537903,22.388539
9538361,18.011889
9538983,13.440276
9539016,41.8851
9539523,4.661025
9539913,6.447884
9540118,384.187996
9540120,21.595024
9540481,45.882554
9540871,38.833348
9541071,3.556871
9541318,39.167741
9541825,37.438408
9541875,4.046433
9542166,2.320921
9542855,31.89226
9542879,15.409531
9542984,78.886416
9543263,1.497514
9543615,18.591237
9543794,52.687119
9543885,14.06024
9543914,21.724507
9543926,14.363312
9544918,5.244771
9545211,7.061767
9545297,35.093676
9548093,23.668035
9548586,15.470449
9548811,4.742917
9550125,2.039949
9550163,1.860925
9550644,5.062341
9551686,2.045222
9552824,29.312392
9552977,26.412574
9553232,1.478011
9553488,128.14647
9553634,15.727068
9554078,9.147959
9554080,7.495609
9554286,2.051173
9555230,7.030169
9555242,4.09814
9555357,2.18786
9556430,28.955264
9556791,6.892646
9557226,1.319553
9557240,16.210513
9558165,60.713518
9558189,46.006434
9558218,15.78766
9558361,96.307539
9559482,24.529387
9560388,33.088377
9560390,32.711966
9561277,7.501844
9561411,2.027299
9561629,22.363999
9562673,10.322381
9562685,6.08213
9562697,125.19575
9563237,8.567817
9564279,23.963579
9564396,11.00445
9564401,2.193124
9564853,54.562395
9565338,10.314527
9565625,38.249766
9565716,19.414002
9565869,7.384743
9566150,76.054831
9566382,14.16417
9566423,23.480537
9566514,60.93832
9566643,2.006006
9566851,1.709573
9566980,22.09055
9566992,43.958951
9567051,4.119733
9567233,28.539256
9567403,4.273961
9567740,3.69228
9567776,34.789294
9567972,28.508629
9567984,2.466722
9568017,54.578799
9568512,38.898462
9569499,50.547831
9570852,8.719162
9571210,2.482883
9572185,93.039072
9572575,60.898988
9572886,2.171831
9573995,15.468422
9574078,58.380561
9575101,6.614287
9575187,26.711709
9575448,31.589632
9575515,39.155172
9576741,23.697904
9577434,2.334629
9578610,37.636721
9579066,5.235584
9579339,12.938679
9580015,31.703058
9580209,29.854447
9580508,42.75685
9581203,8.249421
9581370,2.19787
9581423,78.061966
9583720,28.87879
9584059,78.661634
9584243,31.011625
9585194,81.264135
9585900,77.838527
9586966,1.114404
9587386,19.514094
9587790,9.115549
9587881,5.369839
9588304,29.393895
9588603,33.509857
9589384,3.115944
9589580,28.128539
9589592,4.547748
9590060,59.127146
9590101,2.061518
9590113,32.906636
9590589,6.234205
9590852,39.558802
9591052,7.174332
9591284,111.755084
9591662,15.737029
9592032,2.475957
9592056,1.328355
9592082,2.276007
9592214,106.681843
9592226,2.946757
9592434,37.353096
9592446,43.721437
9592692,6.34606
9592800,41.206874
9593062,23.248192
9593270,5.502054
9593440,6.23121
9593452,4.212937
9593799,2.211486
9593957,78.244556
9594597,20.566796
9594602,2.181779
9594664,32.744646
9595228,9.590776
9595618,127.4358
9595620,13.096793
9595670,2.234658
9595761,4.950879
9595981,32.71396
9596260,82.083655
9596466,50.1719
9597006,7.023112
9597678,2.877755
9597771,24.080953
9597800,2.332591
9597977,30.379321
9597989,38.472869
9598220,30.798134
9598775,1.553146
9599004,23.98932
9599145,23.330229
9599171,8.616884
9599743,2.146918
9599779,3.441464
9600059,3.819654
9601194,4.056775
9601235,89.373804
9601314,16.517021
9601936,17.069937
9602289,10.933346
9602320,22.879748
9602473,7.752676
9602617,101.159396
9602629,133.691305
9602655,13.800281
9602667,60.283488
9602710,38.425804
9602916,140.803148
9603001,2.505036
9603207,74.981789
9603283,3.626292
9603611,7.821821
9603659,27.907615
9603946,13.433284
9604029,47.904014
9604158,12.407406
9604299,2.451652
9604392,82.50474
9604811,2.114923
9604976,45.322405
9605839,30.480135
9605994,2.353437
9606314,21.242579
9606326,318.253931
9606546,22.161396
9606780,32.424492
9606986,3.188684
9607045,44.321825
9607203,73.962694
9607423,7.289542
9607863,120.40562
9608049,4.449436
9608051,6.639875
9608843,2.060489
9608922,21.836467
9609122,2.337358
9609158,36.928404
9609641,8.654299
9609952,30.16311
9611620,97.336791
9612064,55.055545
9613068,25.398122
9613147,10.013781
9613226,1.67346
9613329,3.631523
9613848,5.978742
9614048,140.439629
9615042,11.844712
9615054,20.505147
9615119,18.263186
9615133,1.500914
9615676,30.197315
9616802,8.840656
9617428,17.775309
9617662,25.827669
9617741,16.52227
9617961,15.852995
9617997,22.609625
9618630,33.628273
9618783,8.150597
9619660,26.85899
9619933,79.45166
9619945,30.340729
9620279,1.996276
9620566,30.106283
9620619,6.127126
9621273,58.824678
9621716,1.661868
9622174,2.095143
9622540,16.9566
9623609,7.002706
9623831,20.669754
9624237,130.583906
9624263,16.015717
9624665,20.125959
9624914,2.115254
9625267,2.307579
9625413,130.921491
9625841,21.993746
9625968,6.743316
9626261,4.950862
9626405,8.861913
9626431,111.479325
9626675,11.747725
9626986,2.323414
9627095,3.053775
9628219,5.749306
9628635,4.809361
9628697,25.295884
9628805,4.913094
9629366,9.859497
